Disease,Symptoms,Severity
Alzheimer's Disease,"confusion,difficulty speaking,difficulty walking,memory loss",High
Alzheimer's Disease,"difficulty walking,confusion,difficulty speaking,memory loss",High
Alzheimer's Disease,"difficulty walking,difficulty speaking,confusion,memory loss",High
Alzheimer's Disease,"memory loss,difficulty speaking,confusion",High
Multiple Sclerosis,"tingling,numbness,fatigue",High
Multiple Sclerosis,"blurred vision,numbness,loss of balance,fatigue,tingling",High
Multiple Sclerosis,"numbness,loss of balance,tingling,fatigue",High
Multiple Sclerosis,"fatigue,tingling,numbness",High
Multiple Sclerosis,"blurred vision,tingling,loss of balance,fatigue,numbness",High
Multiple Sclerosis,"fatigue,tingling,numbness",High
Multiple Sclerosis,"blurred vision,tingling,numbness,loss of balance",High
Multiple Sclerosis,"loss of balance,fatigue,numbness,tingling,blurred vision",High
Multiple Sclerosis,"blurred vision,tingling,numbness",High
Multiple Sclerosis,"loss of balance,numbness,tingling",High
Multiple Sclerosis,"blurred vision,tingling,fatigue,numbness",High
Multiple Sclerosis,"tingling,numbness,loss of balance,blurred vision",High
Multiple Sclerosis,"tingling,blurred vision,numbness,fatigue",High
Multiple Sclerosis,"tingling,blurred vision,numbness",High
Multiple Sclerosis,"tingling,numbness,blurred vision",High
Multiple Sclerosis,"numbness,loss of balance,blurred vision,tingling",High
Multiple Sclerosis,"numbness,loss of balance,blurred vision,tingling,fatigue",High
Multiple Sclerosis,"fatigue,loss of balance,numbness,tingling",High
Multiple Sclerosis,"numbness,tingling,blurred vision,loss of balance",High
Multiple Sclerosis,"fatigue,numbness,tingling",High
Multiple Sclerosis,"fatigue,blurred vision,tingling,loss of balance,numbness",High
Multiple Sclerosis,"numbness,loss of balance,blurred vision,tingling",High
Multiple Sclerosis,"fatigue,tingling,numbness",High
Multiple Sclerosis,"tingling,fatigue,numbness,loss of balance,blurred vision",High
Multiple Sclerosis,"tingling,fatigue,numbness,blurred vision,loss of balance",High
Multiple Sclerosis,"numbness,fatigue,tingling",High
Multiple Sclerosis,"numbness,loss of balance,tingling,blurred vision",High
Multiple Sclerosis,"numbness,fatigue,loss of balance,tingling,blurred vision",High
Multiple Sclerosis,"loss of balance,tingling,numbness",High
Multiple Sclerosis,"numbness,fatigue,loss of balance,tingling",High
Multiple Sclerosis,"tingling,fatigue,numbness,blurred vision",High
Multiple Sclerosis,"numbness,tingling,loss of balance,fatigue,blurred vision",High
Multiple Sclerosis,"blurred vision,tingling,numbness",High
Multiple Sclerosis,"tingling,numbness,fatigue,loss of balance,blurred vision",High
Multiple Sclerosis,"blurred vision,numbness,tingling",High
Multiple Sclerosis,"tingling,numbness,blurred vision,loss of balance",High
Multiple Sclerosis,"numbness,loss of balance,tingling",High
Multiple Sclerosis,"fatigue,blurred vision,tingling,numbness",High
Multiple Sclerosis,"fatigue,tingling,numbness,loss of balance,blurred vision",High
Multiple Sclerosis,"numbness,tingling,blurred vision,fatigue",High
Multiple Sclerosis,"numbness,loss of balance,fatigue,tingling",High
Multiple Sclerosis,"fatigue,tingling,numbness,blurred vision",High
Multiple Sclerosis,"blurred vision,fatigue,tingling,numbness,loss of balance",High
Multiple Sclerosis,"tingling,numbness,blurred vision,loss of balance,fatigue",High
Multiple Sclerosis,"tingling,numbness,loss of balance",High
Multiple Sclerosis,"loss of balance,numbness,tingling",High
Multiple Sclerosis,"loss of balance,tingling,blurred vision,numbness",High
Multiple Sclerosis,"loss of balance,fatigue,tingling,numbness",High
Multiple Sclerosis,"blurred vision,tingling,fatigue,numbness",High
Multiple Sclerosis,"tingling,loss of balance,numbness",High
Meningitis,"confusion,headache,stiff neck,high fever",Critical
Meningitis,"headache,vomiting,confusion,stiff neck,high fever",Critical
Meningitis,"high fever,stiff neck,headache",Critical
Meningitis,"confusion,headache,high fever,vomiting,stiff neck",Critical
Meningitis,"stiff neck,confusion,headache,vomiting,high fever",Critical
Meningitis,"high fever,vomiting,headache",Critical
Meningitis,"high fever,vomiting,headache",Critical
Meningitis,"stiff neck,headache,high fever",Critical
Meningitis,"headache,high fever,vomiting",Critical
Meningitis,"stiff neck,high fever,confusion,headache",Critical
Meningitis,"headache,high fever,confusion,vomiting",Critical
Meningitis,"headache,vomiting,high fever,confusion",Critical
Meningitis,"headache,confusion,high fever,stiff neck,vomiting",Critical
Meningitis,"high fever,confusion,headache,vomiting",Critical
Meningitis,"confusion,headache,vomiting,high fever",Critical
Meningitis,"stiff neck,confusion,high fever,headache",Critical
Meningitis,"high fever,vomiting,headache",Critical
Meningitis,"high fever,headache,vomiting,stiff neck,confusion",Critical
Meningitis,"headache,high fever,stiff neck",Critical
Meningitis,"headache,high fever,confusion,vomiting,stiff neck",Critical
Meningitis,"headache,stiff neck,high fever,vomiting",Critical
Meningitis,"stiff neck,headache,high fever",Critical
Meningitis,"vomiting,headache,stiff neck,high fever,confusion",Critical
Meningitis,"vomiting,headache,high fever",Critical
Meningitis,"confusion,vomiting,headache,high fever",Critical
Meningitis,"stiff neck,confusion,headache,high fever",Critical
Meningitis,"headache,vomiting,confusion,stiff neck,high fever",Critical
Meningitis,"high fever,headache,stiff neck,vomiting",Critical
Meningitis,"confusion,vomiting,high fever,stiff neck,headache",Critical
Meningitis,"headache,high fever,vomiting",Critical
Meningitis,"headache,confusion,high fever,vomiting",Critical
Meningitis,"confusion,headache,vomiting,high fever,stiff neck",Critical
Meningitis,"high fever,vomiting,headache,confusion,stiff neck",Critical
Meningitis,"stiff neck,headache,vomiting,high fever,confusion",Critical
Meningitis,"confusion,stiff neck,headache,vomiting,high fever",Critical
Meningitis,"stiff neck,headache,high fever,confusion",Critical
Meningitis,"headache,confusion,stiff neck,vomiting,high fever",Critical
Meningitis,"high fever,headache,vomiting,stiff neck",Critical
Meningitis,"vomiting,headache,high fever",Critical
Meningitis,"confusion,vomiting,headache,high fever,stiff neck",Critical
Meningitis,"headache,high fever,stiff neck,confusion,vomiting",Critical
Meningitis,"vomiting,headache,confusion,high fever,stiff neck",Critical
Meningitis,"stiff neck,headache,confusion,high fever,vomiting",Critical
Meningitis,"confusion,headache,high fever",Critical
Meningitis,"confusion,vomiting,headache,high fever,stiff neck",Critical
Meningitis,"headache,vomiting,high fever",Critical
Meningitis,"vomiting,headache,confusion,stiff neck,high fever",Critical
Meningitis,"headache,confusion,high fever",Critical
Meningitis,"high fever,vomiting,confusion,stiff neck,headache",Critical
Meningitis,"vomiting,headache,high fever",Critical
Hyperthyroidism,"increased appetite,weight loss,fatigue",Medium
Hyperthyroidism,"fatigue,weight loss,increased appetite,sweating",Medium
Hyperthyroidism,"increased appetite,tremors,weight loss,fatigue",Medium
Hyperthyroidism,"increased appetite,sweating,fatigue,weight loss",Medium
Hyperthyroidism,"weight loss,tremors,increased appetite",Medium
Hyperthyroidism,"weight loss,fatigue,increased appetite",Medium
Hyperthyroidism,"weight loss,sweating,increased appetite,tremors",Medium
Hyperthyroidism,"sweating,increased appetite,weight loss",Medium
Hyperthyroidism,"fatigue,weight loss,sweating,increased appetite",Medium
Hyperthyroidism,"increased appetite,weight loss,tremors,sweating",Medium
Hyperthyroidism,"weight loss,increased appetite,sweating,tremors",Medium
Hyperthyroidism,"sweating,tremors,increased appetite,weight loss",Medium
Hyperthyroidism,"increased appetite,sweating,weight loss,tremors",Medium
Hyperthyroidism,"weight loss,increased appetite,sweating,fatigue",Medium
Hyperthyroidism,"fatigue,sweating,increased appetite,tremors,weight loss",Medium
Hyperthyroidism,"increased appetite,sweating,fatigue,tremors,weight loss",Medium
Hyperthyroidism,"increased appetite,tremors,fatigue,weight loss,sweating",Medium
Hyperthyroidism,"fatigue,increased appetite,weight loss",Medium
Hyperthyroidism,"increased appetite,weight loss,tremors",Medium
Hyperthyroidism,"increased appetite,weight loss,fatigue",Medium
Hyperthyroidism,"weight loss,increased appetite,fatigue",Medium
Hyperthyroidism,"sweating,fatigue,weight loss,increased appetite,tremors",Medium
Hyperthyroidism,"weight loss,increased appetite,tremors",Medium
Hyperthyroidism,"weight loss,tremors,increased appetite",Medium
Hyperthyroidism,"weight loss,sweating,fatigue,increased appetite",Medium
Hyperthyroidism,"sweating,weight loss,tremors,increased appetite",Medium
Hyperthyroidism,"weight loss,tremors,fatigue,increased appetite,sweating",Medium
Hyperthyroidism,"increased appetite,sweating,fatigue,weight loss",Medium
Hyperthyroidism,"fatigue,sweating,tremors,weight loss,increased appetite",Medium
Hyperthyroidism,"increased appetite,weight loss,fatigue",Medium
Hyperthyroidism,"sweating,weight loss,increased appetite",Medium
Hyperthyroidism,"weight loss,increased appetite,tremors,sweating",Medium
Hyperthyroidism,"weight loss,increased appetite,fatigue",Medium
Hyperthyroidism,"sweating,increased appetite,weight loss,tremors",Medium
Hyperthyroidism,"increased appetite,weight loss,sweating",Medium
Hyperthyroidism,"weight loss,fatigue,sweating,increased appetite",Medium
Hyperthyroidism,"sweating,tremors,increased appetite,weight loss,fatigue",Medium
Hyperthyroidism,"weight loss,fatigue,increased appetite,tremors",Medium
Hyperthyroidism,"fatigue,weight loss,sweating,tremors,increased appetite",Medium
Hyperthyroidism,"fatigue,increased appetite,weight loss,tremors",Medium
Hyperthyroidism,"sweating,increased appetite,weight loss",Medium
Hyperthyroidism,"sweating,increased appetite,weight loss,fatigue,tremors",Medium
Hyperthyroidism,"increased appetite,weight loss,fatigue,sweating",Medium
Hyperthyroidism,"sweating,increased appetite,fatigue,weight loss",Medium
Hyperthyroidism,"sweating,tremors,fatigue,weight loss,increased appetite",Medium
Hyperthyroidism,"increased appetite,sweating,weight loss,fatigue",Medium
Hyperthyroidism,"increased appetite,tremors,weight loss",Medium
Hyperthyroidism,"tremors,weight loss,fatigue,increased appetite",Medium
Hyperthyroidism,"increased appetite,sweating,tremors,weight loss",Medium
Hyperthyroidism,"tremors,sweating,weight loss,increased appetite",Medium
Hypothyroidism,"weight gain,constipation,fatigue,hair loss,dry skin",Medium
Hypothyroidism,"constipation,weight gain,fatigue",Medium
Hypothyroidism,"constipation,weight gain,fatigue",Medium
Hypothyroidism,"fatigue,constipation,weight gain,hair loss",Medium
Hypothyroidism,"dry skin,constipation,weight gain,fatigue",Medium
Hypothyroidism,"hair loss,fatigue,dry skin,weight gain,constipation",Medium
Hypothyroidism,"weight gain,hair loss,dry skin,constipation,fatigue",Medium
Hypothyroidism,"weight gain,dry skin,fatigue",Medium
Hypothyroidism,"weight gain,fatigue,dry skin",Medium
Hypothyroidism,"weight gain,fatigue,constipation,dry skin,hair loss",Medium
Hypothyroidism,"fatigue,weight gain,hair loss",Medium
Hypothyroidism,"fatigue,hair loss,weight gain,constipation",Medium
Hypothyroidism,"constipation,hair loss,dry skin,fatigue,weight gain",Medium
Hypothyroidism,"weight gain,dry skin,fatigue",Medium
Hypothyroidism,"fatigue,hair loss,dry skin,weight gain",Medium
Hypothyroidism,"constipation,weight gain,fatigue,dry skin,hair loss",Medium
Hypothyroidism,"hair loss,weight gain,fatigue,constipation",Medium
Hypothyroidism,"fatigue,dry skin,weight gain",Medium
Hypothyroidism,"fatigue,dry skin,hair loss,weight gain",Medium
Hypothyroidism,"weight gain,constipation,fatigue,dry skin,hair loss",Medium
Hypothyroidism,"weight gain,constipation,fatigue",Medium
Hypothyroidism,"fatigue,constipation,weight gain,dry skin",Medium
Hypothyroidism,"weight gain,fatigue,constipation,hair loss",Medium
Hypothyroidism,"fatigue,weight gain,dry skin,hair loss",Medium
Hypothyroidism,"weight gain,hair loss,constipation,fatigue",Medium
Hypothyroidism,"dry skin,weight gain,fatigue",Medium
Hypothyroidism,"fatigue,hair loss,weight gain,constipation,dry skin",Medium
Hypothyroidism,"weight gain,fatigue,hair loss,dry skin,constipation",Medium
Hypothyroidism,"hair loss,fatigue,dry skin,weight gain",Medium
Hypothyroidism,"fatigue,weight gain,constipation,hair loss",Medium
Hypothyroidism,"dry skin,fatigue,hair loss,weight gain,constipation",Medium
Hypothyroidism,"weight gain,constipation,dry skin,fatigue",Medium
Hypothyroidism,"weight gain,hair loss,constipation,fatigue",Medium
Hypothyroidism,"weight gain,constipation,fatigue",Medium
Hypothyroidism,"constipation,weight gain,fatigue",Medium
Hypothyroidism,"hair loss,dry skin,fatigue,constipation,weight gain",Medium
Hypothyroidism,"constipation,hair loss,weight gain,dry skin,fatigue",Medium
Hypothyroidism,"weight gain,dry skin,constipation,fatigue",Medium
Hypothyroidism,"hair loss,constipation,weight gain,fatigue",Medium
Hypothyroidism,"weight gain,hair loss,constipation,fatigue",Medium
Hypothyroidism,"weight gain,fatigue,dry skin",Medium
Hypothyroidism,"fatigue,hair loss,dry skin,weight gain",Medium
Hypothyroidism,"fatigue,hair loss,weight gain,dry skin",Medium
Hypothyroidism,"dry skin,weight gain,fatigue,constipation,hair loss",Medium
Hypothyroidism,"fatigue,weight gain,constipation",Medium
Hypothyroidism,"hair loss,fatigue,dry skin,weight gain,constipation",Medium
Hypothyroidism,"fatigue,hair loss,weight gain",Medium
Hypothyroidism,"hair loss,fatigue,weight gain",Medium
Hypothyroidism,"weight gain,constipation,fatigue,hair loss,dry skin",Medium
Hypothyroidism,"weight gain,fatigue,dry skin,hair loss,constipation",Medium
Cushing Syndrome,"fatigue,weight gain,muscle weakness",High
Cushing Syndrome,"high blood pressure,muscle weakness,weight gain,fatigue",High
Cushing Syndrome,"weight gain,high blood pressure,fatigue",High
Cushing Syndrome,"muscle weakness,fatigue,weight gain",High
Cushing Syndrome,"high blood pressure,fatigue,weight gain",High
Cushing Syndrome,"high blood pressure,muscle weakness,weight gain,fatigue",High
